tri,yy,season,full_name,position,abbrev
LAC,23,2023-24,James Harden,G,J. Harden
LAC,23,2023-24,Kawhi Leonard,F,K. Leonard
LAC,23,2023-24,Brandon Boston,G,B. Boston
LAC,23,2023-24,Bones Hyland,G,B. Hyland
LAC,23,2023-24,Amir Coffey,G-F,A. Coffey
LAC,23,2023-24,Daniel Theis,F-C,D. Theis
LAC,23,2023-24,Jordan Miller,G,J. Miller
LAC,23,2023-24,Paul George,F,P. George
LAC,23,2023-24,Terance Mann,G-F,T. Mann
LAC,23,2023-24,P.J. Tucker,F,P. Tucker
LAC,23,2023-24,Kobe Brown,F,K. Brown
LAC,23,2023-24,Xavier Moon,G,X. Moon
LAC,23,2023-24,Kai Jones,C-F,K. Jones
LAC,23,2023-24,Norman Powell,G,N. Powell
LAC,23,2023-24,Moussa Diabaté,F,M. Diabaté
LAC,23,2023-24,Ivica Zubac,C,I. Zubac
LAC,23,2023-24,Mason Plumlee,F-C,M. Plumlee
LAL,23,2023-24,Jalen Hood-Schifino,G,J. Hood-Schifino
LAL,23,2023-24,D'Angelo Russell,G,D. Russell
LAL,23,2023-24,Jarred Vanderbilt,F,J. Vanderbilt
LAL,23,2023-24,Anthony Davis,F-C,A. Davis
LAL,23,2023-24,Skylar Mays,G,S. Mays
LAL,23,2023-24,Cam Reddish,F-G,C. Reddish
LAL,23,2023-24,Gabe Vincent,G,G. Vincent
LAL,23,2023-24,Max Christie,G,M. Christie
LAL,23,2023-24,Jaxson Hayes,C-F,J. Hayes
LAL,23,2023-24,Taurean Prince,F,T. Prince
LAL,23,2023-24,Colin Castleton,C,C. Castleton
LAL,23,2023-24,Austin Reaves,G,A. Reaves
LAL,23,2023-24,Harry Giles III,F-C,H. Giles III
LAL,23,2023-24,Maxwell Lewis,F,M. Lewis
LAL,23,2023-24,LeBron James,F,L. James
LAL,23,2023-24,Spencer Dinwiddie,G,S. Dinwiddie
LAL,23,2023-24,Rui Hachimura,F,R. Hachimura
LAL,23,2023-24,Christian Wood,F,C. Wood
MEM,23,2023-24,Jordan Goodwin,G,J. Goodwin
MEM,23,2023-24,Scotty Pippen Jr.,G,S. Pippen Jr.
MEM,23,2023-24,Jake LaRavia,F,J. LaRavia
MEM,23,2023-24,Vince Williams Jr.,G,V. Williams Jr.
MEM,23,2023-24,Santi Aldama,F-C,S. Aldama
MEM,23,2023-24,Ziaire Williams,F,Z. Williams
MEM,23,2023-24,Luke Kennard,G,L. Kennard
MEM,23,2023-24,Ja Morant,G,J. Morant
MEM,23,2023-24,Jaren Jackson Jr.,F-C,J. Jackson Jr.
MEM,23,2023-24,Brandon Clarke,F,B. Clarke
MEM,23,2023-24,Yuta Watanabe,G-F,Y. Watanabe
MEM,23,2023-24,Desmond Bane,G,D. Bane
MEM,23,2023-24,Derrick Rose,G,D. Rose
MEM,23,2023-24,Lamar Stevens,F,L. Stevens
MEM,23,2023-24,Marcus Smart,G,M. Smart
MEM,23,2023-24,GG Jackson,F,G. Jackson
MEM,23,2023-24,John Konchar,G,J. Konchar
MEM,23,2023-24,Trey Jemison III,C,T. Jemison III
MIA,23,2023-24,Josh Richardson,G,J. Richardson
MIA,23,2023-24,Terry Rozier,G,T. Rozier
MIA,23,2023-24,Delon Wright,G,D. Wright
MIA,23,2023-24,Nikola Jović,F,N. Jović
MIA,23,2023-24,Jamal Cain,F,J. Cain
MIA,23,2023-24,Patty Mills,G,P. Mills
MIA,23,2023-24,Jaime Jaquez Jr.,G,J. Jaquez Jr.
MIA,23,2023-24,Bam Adebayo,C-F,B. Adebayo
MIA,23,2023-24,Tyler Herro,G,T. Herro
MIA,23,2023-24,Alondes Williams,G,A. Williams
MIA,23,2023-24,Caleb Martin,F,C. Martin
MIA,23,2023-24,Cole Swider,F,C. Swider
MIA,23,2023-24,Jimmy Butler III,F,J. Butler III
MIA,23,2023-24,Haywood Highsmith,F,H. Highsmith
MIA,23,2023-24,Orlando Robinson,C,O. Robinson
MIA,23,2023-24,Thomas Bryant,C-F,T. Bryant
MIA,23,2023-24,Kevin Love,F-C,K. Love
MIA,23,2023-24,Duncan Robinson,F,D. Robinson
MIL,23,2023-24,Jaylin Galloway,F,J. Galloway
MIL,23,2023-24,Damian Lillard,G,D. Lillard
MIL,23,2023-24,MarJon Beauchamp,F,M. Beauchamp
MIL,23,2023-24,Malik Beasley,G,M. Beasley
MIL,23,2023-24,Chris Livingston,F,C. Livingston
MIL,23,2023-24,Bobby Portis,F,B. Portis
MIL,23,2023-24,Brook Lopez,C,B. Lopez
MIL,23,2023-24,Danilo Gallinari,F,D. Gallinari
MIL,23,2023-24,AJ Green,G,A. Green
MIL,23,2023-24,Patrick Beverley,G,P. Beverley
MIL,23,2023-24,Khris Middleton,F,K. Middleton
MIL,23,2023-24,TyTy Washington Jr.,G,T. Washington Jr.
MIL,23,2023-24,Pat Connaughton,G,P. Connaughton
MIL,23,2023-24,Giannis Antetokounmpo,F,G. Antetokounmpo
MIL,23,2023-24,Thanasis Antetokounmpo,F,T. Antetokounmpo
MIL,23,2023-24,Andre Jackson Jr.,G,A. Jackson Jr.
MIL,23,2023-24,Ryan Rollins,G,R. Rollins
MIL,23,2023-24,Jae Crowder,F,J. Crowder
MIN,23,2023-24,Jaylen Clark,G,J. Clark
MIN,23,2023-24,Kyle Anderson,F-G,K. Anderson
MIN,23,2023-24,Jaden McDaniels,F,J. McDaniels
MIN,23,2023-24,Anthony Edwards,G,A. Edwards
MIN,23,2023-24,Jordan McLaughlin,G,J. McLaughlin
MIN,23,2023-24,Wendell Moore Jr.,G,W. Moore Jr.
MIN,23,2023-24,Josh Minott,F,J. Minott
MIN,23,2023-24,Nickeil Alexander-Walker,G,N. Alexander-Walker
MIN,23,2023-24,Mike Conley,G,M. Conley
MIN,23,2023-24,Naz Reid,C-F,N. Reid
MIN,23,2023-24,Daishen Nix,G,D. Nix
MIN,23,2023-24,Monté Morris,G,M. Morris
MIN,23,2023-24,T.J. Warren,F,T. Warren
MIN,23,2023-24,Rudy Gobert,C,R. Gobert
MIN,23,2023-24,Karl-Anthony Towns,C-F,K. Towns
MIN,23,2023-24,Leonard Miller,F,L. Miller
MIN,23,2023-24,Luka Garza,C,L. Garza
NOP,23,2023-24,Dereon Seabron,G,D. Seabron
NOP,23,2023-24,Zion Williamson,F,Z. Williamson
NOP,23,2023-24,CJ McCollum,G,C. McCollum
NOP,23,2023-24,Herbert Jones,F,H. Jones
NOP,23,2023-24,Naji Marshall,F,N. Marshall
NOP,23,2023-24,Dyson Daniels,G,D. Daniels
NOP,23,2023-24,Brandon Ingram,F,B. Ingram
NOP,23,2023-24,Jose Alvarado,G,J. Alvarado
NOP,23,2023-24,Jonas Valančiūnas,C,J. Valančiūnas
NOP,23,2023-24,Larry Nance Jr.,F-C,L. Nance Jr.
NOP,23,2023-24,Jordan Hawkins,G,J. Hawkins
NOP,23,2023-24,Trey Murphy III,F,T. Murphy III
NOP,23,2023-24,E.J. Liddell,F,E. Liddell
NOP,23,2023-24,Malcolm Hill,F,M. Hill
NOP,23,2023-24,Matt Ryan,F,M. Ryan
NOP,23,2023-24,Cody Zeller,F-C,C. Zeller
NOP,23,2023-24,Jeremiah Robinson-Earl,F,J. Robinson-Earl
NYK,23,2023-24,Donte DiVincenzo,G,D. DiVincenzo
NYK,23,2023-24,Jacob Toppin,F,J. Toppin
NYK,23,2023-24,Duane Washington Jr.,G,D. Washington Jr.
NYK,23,2023-24,Miles McBride,G,M. McBride
NYK,23,2023-24,Josh Hart,G,J. Hart
NYK,23,2023-24,Charlie Brown Jr.,G,C. Brown Jr.
NYK,23,2023-24,Precious Achiuwa,F,P. Achiuwa
NYK,23,2023-24,DaQuan Jeffries,G-F,D. Jeffries
NYK,23,2023-24,OG Anunoby,F-G,O. Anunoby
NYK,23,2023-24,Jalen Brunson,G,J. Brunson
NYK,23,2023-24,Shake Milton,G-F,S. Milton
NYK,23,2023-24,Alec Burks,G,A. Burks
NYK,23,2023-24,Mamadi Diakite,F,M. Diakite
NYK,23,2023-24,Mitchell Robinson,C-F,M. Robinson
NYK,23,2023-24,Julius Randle,F-C,J. Randle
NYK,23,2023-24,Bojan Bogdanovic,F,B. Bogdanovic
NYK,23,2023-24,Jericho Sims,C,J. Sims
NYK,23,2023-24,Isaiah Hartenstein,C-F,I. Hartenstein
OKC,23,2023-24,Shai Gilgeous-Alexander,G,S. Gilgeous-Alexander
OKC,23,2023-24,Josh Giddey,G,J. Giddey
OKC,23,2023-24,Luguentz Dort,G,L. Dort
OKC,23,2023-24,Jaylin Williams,F,J. Williams
OKC,23,2023-24,Chet Holmgren,C-F,C. Holmgren
OKC,23,2023-24,Jalen Williams,G-F,J. Williams
OKC,23,2023-24,Isaiah Joe,G,I. Joe
OKC,23,2023-24,Lindy Waters III,F,L. Waters III
OKC,23,2023-24,Ousmane Dieng,F,O. Dieng
OKC,23,2023-24,Adam Flagler,G,A. Flagler
OKC,23,2023-24,Bismack Biyombo,C,B. Biyombo
OKC,23,2023-24,Keyontae Johnson,F,K. Johnson
OKC,23,2023-24,Aaron Wiggins,G,A. Wiggins
OKC,23,2023-24,Cason Wallace,G,C. Wallace
OKC,23,2023-24,Olivier Sarr,C,O. Sarr
OKC,23,2023-24,Gordon Hayward,F,G. Hayward
OKC,23,2023-24,Kenrich Williams,G-F,K. Williams
OKC,23,2023-24,Mike Muscala,F-C,M. Muscala
ORL,23,2023-24,Anthony Black,G,A. Black
ORL,23,2023-24,Jonathan Isaac,F,J. Isaac
ORL,23,2023-24,Caleb Houstan,G,C. Houstan
ORL,23,2023-24,Chuma Okeke,F,C. Okeke
ORL,23,2023-24,Jalen Suggs,G,J. Suggs
ORL,23,2023-24,Paolo Banchero,F,P. Banchero
ORL,23,2023-24,Joe Ingles,F-G,J. Ingles
ORL,23,2023-24,Kevon Harris,G,K. Harris
ORL,23,2023-24,Trevelin Queen,G,T. Queen
ORL,23,2023-24,Jett Howard,G,J. Howard
ORL,23,2023-24,Gary Harris,G,G. Harris
ORL,23,2023-24,Markelle Fultz,G,M. Fultz
ORL,23,2023-24,Moritz Wagner,F-C,M. Wagner
ORL,23,2023-24,Franz Wagner,F,F. Wagner
ORL,23,2023-24,Admiral Schofield,F,A. Schofield
ORL,23,2023-24,Wendell Carter Jr.,C-F,W. Carter Jr.
ORL,23,2023-24,Goga Bitadze,C-F,G. Bitadze
ORL,23,2023-24,Cole Anthony,G,C. Anthony
PHI,23,2023-24,Tyrese Maxey,G,T. Maxey
PHI,23,2023-24,KJ Martin,F,K. Martin
PHI,23,2023-24,Mo Bamba,C,M. Bamba
PHI,23,2023-24,Kyle Lowry,G,K. Lowry
PHI,23,2023-24,De'Anthony Melton,G,D. Melton
PHI,23,2023-24,Kelly Oubre Jr.,F-G,K. Oubre Jr.
PHI,23,2023-24,Jeff Dowtin Jr.,G,J. Dowtin Jr.
PHI,23,2023-24,Tobias Harris,F,T. Harris
PHI,23,2023-24,Ricky Council IV,G,R. Council IV
PHI,23,2023-24,Buddy Hield,G,B. Hield
PHI,23,2023-24,Joel Embiid,C-F,J. Embiid
PHI,23,2023-24,Cameron Payne,G,C. Payne
PHI,23,2023-24,Terquavion Smith,G,T. Smith
PHI,23,2023-24,Robert Covington,F,R. Covington
PHI,23,2023-24,Nicolas Batum,G-F,N. Batum
PHI,23,2023-24,Paul Reed,F,P. Reed
PHX,23,2023-24,Royce O'Neale,F,R. O'Neale
PHX,23,2023-24,Devin Booker,G,D. Booker
PHX,23,2023-24,Josh Okogie,G,J. Okogie
PHX,23,2023-24,Bradley Beal,G,B. Beal
PHX,23,2023-24,Isaiah Thomas,G,I. Thomas
PHX,23,2023-24,Grayson Allen,G,G. Allen
PHX,23,2023-24,Damion Lee,G-F,D. Lee
PHX,23,2023-24,Bol Bol,C-F,B. Bol
PHX,23,2023-24,Ish Wainright,F,I. Wainright
PHX,23,2023-24,Drew Eubanks,F-C,D. Eubanks
PHX,23,2023-24,Jusuf Nurkić,C,J. Nurkić
PHX,23,2023-24,David Roddy,F,D. Roddy
PHX,23,2023-24,Eric Gordon,G,E. Gordon
PHX,23,2023-24,Nassir Little,F-G,N. Little
PHX,23,2023-24,Udoka Azubuike,C-F,U. Azubuike
PHX,23,2023-24,Thaddeus Young,F,T. Young
PHX,23,2023-24,Kevin Durant,F,K. Durant
PHX,23,2023-24,Saben Lee,G,S. Lee
POR,23,2023-24,Scoot Henderson,G,S. Henderson
POR,23,2023-24,Anfernee Simons,G,A. Simons
POR,23,2023-24,Deandre Ayton,C,D. Ayton
POR,23,2023-24,Matisse Thybulle,G-F,M. Thybulle
POR,23,2023-24,Dalano Banton,F,D. Banton
POR,23,2023-24,Kris Murray,F,K. Murray
POR,23,2023-24,Jerami Grant,F,J. Grant
POR,23,2023-24,Moses Brown,C,M. Brown
POR,23,2023-24,Malcolm Brogdon,G,M. Brogdon
POR,23,2023-24,Shaedon Sharpe,G,S. Sharpe
POR,23,2023-24,Ashton Hagans,G-F,A. Hagans
POR,23,2023-24,Justin Minaya,F,J. Minaya
POR,23,2023-24,Duop Reath,C,D. Reath
POR,23,2023-24,Toumani Camara,F,T. Camara
POR,23,2023-24,Jabari Walker,F,J. Walker
POR,23,2023-24,Robert Williams III,C-F,R. Williams III
POR,23,2023-24,Ibou Badji,C,I. Badji
POR,23,2023-24,Rayan Rupert,G-F,R. Rupert
SAC,23,2023-24,JaVale McGee,C-F,J. McGee
SAC,23,2023-24,Malik Monk,G,M. Monk
SAC,23,2023-24,Chris Duarte,G,C. Duarte
SAC,23,2023-24,De'Aaron Fox,G,D. Fox
SAC,23,2023-24,Sasha Vezenkov,F,S. Vezenkov
SAC,23,2023-24,Mason Jones,G,M. Jones
SAC,23,2023-24,Kevin Huerter,G-F,K. Huerter
SAC,23,2023-24,Domantas Sabonis,F-C,D. Sabonis
SAC,23,2023-24,Keegan Murray,F,K. Murray
SAC,23,2023-24,Davion Mitchell,G,D. Mitchell
SAC,23,2023-24,Kessler Edwards,F,K. Edwards
SAC,23,2023-24,Jalen Slawson,F,J. Slawson
SAC,23,2023-24,Colby Jones,G,C. Jones
SAC,23,2023-24,Keon Ellis,G,K. Ellis
SAC,23,2023-24,Alex Len,C,A. Len
SAC,23,2023-24,Jordan Ford,G,J. Ford
SAC,23,2023-24,Harrison Barnes,F,H. Barnes
SAC,23,2023-24,Trey Lyles,F,T. Lyles
SAS,23,2023-24,RaiQuan Gray,F,R. Gray
SAS,23,2023-24,Victor Wembanyama,F-C,V. Wembanyama
SAS,23,2023-24,Keldon Johnson,F-G,K. Johnson
SAS,23,2023-24,Devonte' Graham,G,D. Graham
SAS,23,2023-24,Jeremy Sochan,F,J. Sochan
SAS,23,2023-24,Blake Wesley,G,B. Wesley
SAS,23,2023-24,Cedi Osman,F,C. Osman
SAS,23,2023-24,Jamaree Bouyea,G,J. Bouyea
SAS,23,2023-24,Malaki Branham,F,M. Branham
SAS,23,2023-24,Zach Collins,F-C,Z. Collins
SAS,23,2023-24,Devin Vassell,G-F,D. Vassell
SAS,23,2023-24,Sidy Cissoko,G,S. Cissoko
SAS,23,2023-24,Dominick Barlow,F,D. Barlow
SAS,23,2023-24,David Duke Jr.,G,D. Duke Jr.
SAS,23,2023-24,Charles Bassey,C-F,C. Bassey
SAS,23,2023-24,Julian Champagnie,F,J. Champagnie
SAS,23,2023-24,Tre Jones,G,T. Jones
SAS,23,2023-24,Sandro Mamukelashvili,F-C,S. Mamukelashvili
TOR,23,2023-24,Malik Williams,C,M. Williams
TOR,23,2023-24,Javon Freeman-Liberty,G,J. Freeman-Liberty
TOR,23,2023-24,Gradey Dick,G-F,G. Dick
TOR,23,2023-24,Jalen McDaniels,F,J. McDaniels
TOR,23,2023-24,D.J. Carton,G,D. Carton
TOR,23,2023-24,Scottie Barnes,F-G,S. Barnes
TOR,23,2023-24,Immanuel Quickley,G,I. Quickley
TOR,23,2023-24,RJ Barrett,F-G,R. Barrett
TOR,23,2023-24,Bruce Brown,G-F,B. Brown
TOR,23,2023-24,Jordan Nwora,F,J. Nwora
TOR,23,2023-24,Mouhamadou Gueye,F,M. Gueye
TOR,23,2023-24,Garrett Temple,G-F,G. Temple
TOR,23,2023-24,Jakob Poeltl,C,J. Poeltl
TOR,23,2023-24,Chris Boucher,F,C. Boucher
TOR,23,2023-24,Ochai Agbaji,G,O. Agbaji
TOR,23,2023-24,Gary Trent Jr.,G,G. Trent Jr.
TOR,23,2023-24,Kelly Olynyk,F-C,K. Olynyk
UTA,23,2023-24,Jordan Clarkson,G,J. Clarkson
UTA,23,2023-24,Taylor Hendricks,F,T. Hendricks
UTA,23,2023-24,Collin Sexton,G,C. Sexton
UTA,23,2023-24,Keyonte George,G,K. George
UTA,23,2023-24,Talen Horton-Tucker,G,T. Horton-Tucker
UTA,23,2023-24,Brice Sensabaugh,F,B. Sensabaugh
UTA,23,2023-24,Jason Preston,G,J. Preston
UTA,23,2023-24,Kris Dunn,G,K. Dunn
UTA,23,2023-24,Kira Lewis Jr.,G,K. Lewis Jr.
UTA,23,2023-24,Luka Samanic,F,L. Samanic
UTA,23,2023-24,John Collins,F-C,J. Collins
UTA,23,2023-24,Lauri Markkanen,F-C,L. Markkanen
UTA,23,2023-24,Walker Kessler,C,W. Kessler
UTA,23,2023-24,Micah Potter,C,M. Potter
UTA,23,2023-24,Darius Bazley,F,D. Bazley
UTA,23,2023-24,Johnny Juzang,G,J. Juzang
UTA,23,2023-24,Kenneth Lofton Jr.,F,K. Lofton Jr.
UTA,23,2023-24,Omer Yurtseven,C,O. Yurtseven
WAS,23,2023-24,Bilal Coulibaly,G,B. Coulibaly
WAS,23,2023-24,Tristan Vukcevic,F,T. Vukcevic
WAS,23,2023-24,Johnny Davis,G,J. Davis
WAS,23,2023-24,Jared Butler,G,J. Butler
WAS,23,2023-24,Tyus Jones,G,T. Jones
WAS,23,2023-24,Patrick Baldwin Jr.,F,P. Baldwin Jr.
WAS,23,2023-24,Deni Avdija,F,D. Avdija
WAS,23,2023-24,Jordan Poole,G,J. Poole
WAS,23,2023-24,Jules Bernard,G,J. Bernard
WAS,23,2023-24,Anthony Gill,F,A. Gill
WAS,23,2023-24,Landry Shamet,G,L. Shamet
WAS,23,2023-24,Richaun Holmes,F,R. Holmes
WAS,23,2023-24,Corey Kispert,F,C. Kispert
WAS,23,2023-24,Kyle Kuzma,F,K. Kuzma
WAS,23,2023-24,Marvin Bagley III,F,M. Bagley III
WAS,23,2023-24,Eugene Omoruyi,F,E. Omoruyi
WAS,23,2023-24,Justin Champagnie,G-F,J. Champagnie
ATL,24,2024-25,Jacob Toppin,F,J. Toppin
ATL,24,2024-25,Jalen Johnson,F,J. Johnson
ATL,24,2024-25,Keaton Wallace,G,K. Wallace
ATL,24,2024-25,Caris LeVert,G,C. LeVert
ATL,24,2024-25,Kobe Bufkin,G,K. Bufkin
ATL,24,2024-25,Dyson Daniels,G,D. Daniels
ATL,24,2024-25,Zaccharie Risacher,F,Z. Risacher
ATL,24,2024-25,Trae Young,G,T. Young
ATL,24,2024-25,Terance Mann,G-F,T. Mann
ATL,24,2024-25,Clint Capela,C,C. Capela
ATL,24,2024-25,Onyeka Okongwu,F-C,O. Okongwu
ATL,24,2024-25,Mouhamed Gueye,F,M. Gueye
ATL,24,2024-25,Georges Niang,F,G. Niang
ATL,24,2024-25,Larry Nance Jr.,F-C,L. Nance Jr.
ATL,24,2024-25,Garrison Mathews,G,G. Mathews
ATL,24,2024-25,Dominick Barlow,F,D. Barlow
ATL,24,2024-25,Vít Krejčí,G,V. Krejčí
ATL,24,2024-25,Daeqwon Plowden,G-F,D. Plowden
BKN,24,2024-25,Dariq Whitehead,G-F,D. Whitehead
BKN,24,2024-25,D'Angelo Russell,G,D. Russell
BKN,24,2024-25,Cameron Johnson,F,C. Johnson
BKN,24,2024-25,Reece Beekman,G,R. Beekman
BKN,24,2024-25,Ziaire Williams,F,Z. Williams
BKN,24,2024-25,Trendon Watford,G-F,T. Watford
BKN,24,2024-25,Tyson Etienne,G,T. Etienne
BKN,24,2024-25,Tosan Evbuomwan,F,T. Evbuomwan
BKN,24,2024-25,Tyrese Martin,F,T. Martin
BKN,24,2024-25,De'Anthony Melton,G,D. Melton
BKN,24,2024-25,Day'Ron Sharpe,C,D. Sharpe
BKN,24,2024-25,Noah Clowney,F-C,N. Clowney
BKN,24,2024-25,Jalen Wilson,F,J. Wilson
BKN,24,2024-25,Cam Thomas,G,C. Thomas
BKN,24,2024-25,Drew Timme,F,D. Timme
BKN,24,2024-25,Maxwell Lewis,F,M. Lewis
BKN,24,2024-25,Nic Claxton,C,N. Claxton
BKN,24,2024-25,Keon Johnson,G,K. Johnson
BOS,24,2024-25,Jayson Tatum,F-G,J. Tatum
BOS,24,2024-25,Miles Norris,F,M. Norris
BOS,24,2024-25,Jrue Holiday,G,J. Holiday
BOS,24,2024-25,Jaylen Brown,G-F,J. Brown
BOS,24,2024-25,Kristaps Porziņģis,F-C,K. Porziņģis
BOS,24,2024-25,Derrick White,G,D. White
BOS,24,2024-25,Payton Pritchard,G,P. Pritchard
BOS,24,2024-25,Torrey Craig,F,T. Craig
BOS,24,2024-25,Drew Peterson,F,D. Peterson
BOS,24,2024-25,JD Davison,G,J. Davison
BOS,24,2024-25,Xavier Tillman,F,X. Tillman
BOS,24,2024-25,Jordan Walsh,G,J. Walsh
BOS,24,2024-25,Sam Hauser,F,S. Hauser
BOS,24,2024-25,Luke Kornet,C-F,L. Kornet
BOS,24,2024-25,Al Horford,C-F,A. Horford
BOS,24,2024-25,Baylor Scheierman,G,B. Scheierman
BOS,24,2024-25,Neemias Queta,C,N. Queta
CHA,24,2024-25,Miles Bridges,F,M. Bridges
CHA,24,2024-25,LaMelo Ball,G,L. Ball
CHA,24,2024-25,Grant Williams,F,G. Williams
CHA,24,2024-25,DaQuan Jeffries,G-F,D. Jeffries
CHA,24,2024-25,Mark Williams,C,M. Williams
CHA,24,2024-25,Damion Baugh,G,D. Baugh
CHA,24,2024-25,Nick Smith Jr.,G,N. Smith Jr.
CHA,24,2024-25,Wendell Moore Jr.,G,W. Moore Jr.
CHA,24,2024-25,Josh Green,G,J. Green
CHA,24,2024-25,Jusuf Nurkić,C,J. Nurkić
CHA,24,2024-25,Josh Okogie,G,J. Okogie
CHA,24,2024-25,Moussa Diabaté,F,M. Diabaté
CHA,24,2024-25,Tre Mann,G,T. Mann
CHA,24,2024-25,Brandon Miller,F,B. Miller
CHA,24,2024-25,KJ Simpson,G,K. Simpson
CHA,24,2024-25,Seth Curry,G,S. Curry
CHA,24,2024-25,Tidjane Salaün,F,T. Salaün
CHA,24,2024-25,Taj Gibson,F,T. Gibson
CHI,24,2024-25,Coby White,G,C. White
CHI,24,2024-25,Lonzo Ball,G,L. Ball
CHI,24,2024-25,Josh Giddey,G,J. Giddey
CHI,24,2024-25,Jevon Carter,G,J. Carter
CHI,24,2024-25,Jalen Smith,F-C,J. Smith
CHI,24,2024-25,Nikola Vučević,C,N. Vučević
CHI,24,2024-25,Ayo Dosunmu,G,A. Dosunmu
CHI,24,2024-25,Jahmir Young,G,J. Young
CHI,24,2024-25,Zach Collins,F-C,Z. Collins
CHI,24,2024-25,Kevin Huerter,G-F,K. Huerter
CHI,24,2024-25,Matas Buzelis,F,M. Buzelis
CHI,24,2024-25,Julian Phillips,F,J. Phillips
CHI,24,2024-25,Emanuel Miller,F,E. Miller
CHI,24,2024-25,Talen Horton-Tucker,G,T. Horton-Tucker
CHI,24,2024-25,Dalen Terry,F,D. Terry
CHI,24,2024-25,Tre Jones,G,T. Jones
CHI,24,2024-25,E.J. Liddell,F,E. Liddell
CHI,24,2024-25,Patrick Williams,F,P. Williams
CLE,24,2024-25,Max Strus,G-F,M. Strus
CLE,24,2024-25,Ty Jerome,G-F,T. Jerome
CLE,24,2024-25,Evan Mobley,C,E. Mobley
CLE,24,2024-25,Sam Merrill,G,S. Merrill
CLE,24,2024-25,Javonte Green,G,J. Green
CLE,24,2024-25,Craig Porter Jr.,G,C. Porter Jr.
CLE,24,2024-25,Darius Garland,G,D. Garland
CLE,24,2024-25,De'Andre Hunter,F-G,D. Hunter
CLE,24,2024-25,Tristan Thompson,C-F,T. Thompson
CLE,24,2024-25,Chuma Okeke,F,C. Okeke
CLE,24,2024-25,Emoni Bates,F,E. Bates
CLE,24,2024-25,Jaylon Tyson,G-F,J. Tyson
CLE,24,2024-25,Nae'Qwan Tomlin,F,N. Tomlin
CLE,24,2024-25,Jarrett Allen,C,J. Allen
CLE,24,2024-25,Dean Wade,F-C,D. Wade
CLE,24,2024-25,Luke Travers,F,L. Travers
CLE,24,2024-25,Isaac Okoro,F-G,I. Okoro
CLE,24,2024-25,Donovan Mitchell,G,D. Mitchell
DAL,24,2024-25,Danté Exum,G,D. Exum
DAL,24,2024-25,Max Christie,G,M. Christie
DAL,24,2024-25,Jaden Hardy,G,J. Hardy
DAL,24,2024-25,Dereck Lively II,C,D. Lively II
DAL,24,2024-25,Anthony Davis,F-C,A. Davis
DAL,24,2024-25,Dwight Powell,F-C,D. Powell
DAL,24,2024-25,Olivier-Maxence Prosper,F,O. Prosper
DAL,24,2024-25,Brandon Williams,G,B. Williams
DAL,24,2024-25,Kyrie Irving,G,K. Irving
DAL,24,2024-25,Naji Marshall,F,N. Marshall
DAL,24,2024-25,Caleb Martin,F,C. Martin
DAL,24,2024-25,Kessler Edwards,F,K. Edwards
DAL,24,2024-25,Daniel Gafford,F-C,D. Gafford
DAL,24,2024-25,Kai Jones,C-F,K. Jones
DAL,24,2024-25,P.J. Washington,F,P. Washington
DAL,24,2024-25,Spencer Dinwiddie,G,S. Dinwiddie
DAL,24,2024-25,Klay Thompson,G,K. Thompson
DEN,24,2024-25,Christian Braun,G,C. Braun
DEN,24,2024-25,Michael Porter Jr.,F,M. Porter Jr.
DEN,24,2024-25,Julian Strawther,G,J. Strawther
DEN,24,2024-25,Russell Westbrook,G,R. Westbrook
DEN,24,2024-25,Hunter Tyson,F,H. Tyson
DEN,24,2024-25,DeAndre Jordan,C,D. Jordan
DEN,24,2024-25,Peyton Watson,G,P. Watson
DEN,24,2024-25,Dario Šarić,F-C,D. Šarić
DEN,24,2024-25,PJ Hall,C,P. Hall
DEN,24,2024-25,DaRon Holmes II,F,D. Holmes II
DEN,24,2024-25,Nikola Jokić,C,N. Jokić
DEN,24,2024-25,Spencer Jones,F,S. Jones
DEN,24,2024-25,Zeke Nnaji,F-C,Z. Nnaji
DEN,24,2024-25,Trey Alexander,G,T. Alexander
DEN,24,2024-25,Jalen Pickett,G,J. Pickett
DEN,24,2024-25,Jamal Murray,G,J. Murray
DEN,24,2024-25,Vlatko Čančar,F,V. Čančar
DEN,24,2024-25,Aaron Gordon,F,A. Gordon
DET,24,2024-25,Jalen Duren,C,J. Duren
DET,24,2024-25,Ronald Holland II,F,R. Holland II
DET,24,2024-25,Cade Cunningham,G,C. Cunningham
DET,24,2024-25,Malik Beasley,G,M. Beasley
DET,24,2024-25,Paul Reed,F,P. Reed
DET,24,2024-25,Tim Hardaway Jr.,G-F,T. Hardaway Jr.
DET,24,2024-25,Ausar Thompson,G-F,A. Thompson
DET,24,2024-25,Tobias Harris,F,T. Harris
DET,24,2024-25,Ron Harper Jr.,G-F,R. Harper Jr.
DET,24,2024-25,Dennis Schröder,G,D. Schröder
DET,24,2024-25,Simone Fontecchio,F,S. Fontecchio
DET,24,2024-25,Jaden Ivey,G,J. Ivey
DET,24,2024-25,Daniss Jenkins,G,D. Jenkins
DET,24,2024-25,Marcus Sasser,G,M. Sasser
DET,24,2024-25,Isaiah Stewart,F-C,I. Stewart
DET,24,2024-25,Bobi Klintman,F,B. Klintman
DET,24,2024-25,Tolu Smith,F,T. Smith
DET,24,2024-25,Lindy Waters III,F,L. Waters III
